Time, s;Volts, V;Amps, A;Ah0;Wh0;Ah1;Wh1;W;Tc
0.062;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
0.312;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
0.499;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
0.717;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
0.904;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
1.123;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
1.310;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
1.528;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
1.716;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
1.934;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
2.121;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
2.308;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
2.527;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
2.714;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
2.933;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
3.120;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
3.369;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
3.525;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
3.713;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
3.962;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
4.118;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
4.368;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
4.555;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
4.773;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
4.961;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
5.179;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
5.366;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
5.585;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
5.772;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
5.990;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
6.177;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
6.396;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
6.583;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
6.770;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
6.989;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
7.176;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
7.394;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
7.581;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
7.831;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
7.987;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
8.174;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
8.393;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
8.611;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
8.845;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
9.017;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
9.235;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
9.438;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
9.641;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
10.031;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
10.218;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
10.405;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
10.592;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
10.811;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
10.998;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
11.216;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
11.403;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
11.622;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
11.809;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
12.059;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
12.246;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
12.402;5.13370;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
12.651;5.13370;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
12.839;5.13370;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
13.057;5.13370;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
13.244;5.13370;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
13.463;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
13.650;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
13.868;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
14.055;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
14.274;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
14.461;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
14.679;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
14.867;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
15.054;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
15.272;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
15.459;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
15.678;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
15.865;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
16.115;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
16.271;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
16.458;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
16.707;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
16.863;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
17.113;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
17.300;5.13360;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
17.519;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
17.706;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
17.924;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
18.111;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
18.299;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
18.517;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
18.735;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
18.923;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
19.110;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
19.328;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
19.515;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
19.734;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
19.921;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
20.171;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
20.327;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
20.514;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
20.763;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
20.951;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
21.169;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
21.356;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
21.575;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
21.762;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
21.980;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
22.167;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
22.355;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
22.573;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
22.760;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
22.994;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
23.166;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
23.384;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
23.571;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
23.790;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
23.977;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
24.227;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
24.383;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
24.570;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
24.819;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
24.975;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
25.225;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
25.412;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
25.631;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
25.818;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
26.036;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
26.223;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
26.442;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
26.629;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
26.847;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
27.035;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
27.222;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
27.440;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
27.627;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
27.846;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
28.033;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
28.283;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
28.470;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
28.626;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
28.875;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
29.031;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
29.281;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
29.468;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
29.687;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
29.874;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
30.092;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
30.279;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
30.498;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
30.685;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
30.903;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
31.091;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
31.278;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
31.496;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
31.683;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
31.933;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
32.089;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
32.276;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
32.495;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
32.682;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
32.931;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
33.119;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
33.337;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
33.524;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
33.743;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
33.930;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
34.148;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
34.336;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
34.554;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
34.741;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
34.928;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
35.147;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
35.334;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
35.552;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
35.740;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
35.958;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
36.145;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
36.332;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
36.582;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
36.738;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
36.988;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
37.144;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
37.393;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
37.580;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
37.799;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
37.986;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
38.204;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
38.392;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
38.610;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
38.797;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
39.016;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
39.203;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
39.390;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
39.608;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
39.796;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
40.014;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
40.201;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
40.388;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
40.638;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
40.794;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
41.044;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
41.231;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
41.449;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
41.636;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
41.855;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
42.042;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
42.260;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
42.448;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
42.635;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
42.853;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
43.040;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
43.259;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
43.446;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
43.664;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
43.852;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
44.070;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
44.257;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
44.444;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
44.694;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
44.850;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
45.100;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
45.287;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
45.505;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
45.692;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
45.911;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
46.098;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
46.285;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
46.504;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
46.722;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
46.909;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
47.096;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
47.315;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
47.502;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
47.720;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
47.908;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
48.095;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
48.344;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
48.500;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
48.750;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
48.906;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
49.156;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
49.343;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
49.561;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
49.748;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
49.967;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
50.154;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
50.372;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
50.560;5.13300;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
50.778;5.13300;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
50.965;5.13300;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
51.152;5.13300;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
51.371;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
51.558;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
51.776;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
51.964;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
52.213;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
52.369;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
52.556;5.13310;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
52.806;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
52.962;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
53.212;5.13320;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
53.399;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
53.617;5.13330;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
53.804;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
54.023;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
54.210;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
54.428;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
54.616;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
54.834;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
55.021;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
55.208;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
55.427;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
55.614;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
55.832;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
56.020;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
56.238;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
56.425;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
56.612;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
56.862;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
57.018;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
57.268;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
57.455;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
57.673;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
57.860;5.13340;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
58.079;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
58.266;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
58.484;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
58.672;5.13350;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
58.890;5.09220;0.000000;0.0000;0.0000;0.1060;0.5370;0.0000;24.0
59.077;5.09220;0.100200;0.0000;0.0000;0.1060;0.5370;0.5100;24.0
59.296;5.09220;0.100200;0.0000;0.0000;0.1060;0.5370;0.5100;24.0
59.483;5.05780;0.100200;0.0000;0.0000;0.1060;0.5370;0.5060;24.0
59.670;5.05780;0.114180;0.0000;0.0000;0.1060;0.5370;0.5766;24.0
59.888;5.05780;0.114180;0.0000;0.0000;0.1060;0.5370;0.5766;24.0
60.076;5.05780;0.113860;0.0000;0.0000;0.1060;0.5370;0.5749;24.0
60.263;5.05780;0.113860;0.0000;0.0000;0.1060;0.5370;0.5749;24.0
60.512;5.05780;0.115660;0.0000;0.0000;0.1060;0.5370;0.5840;24.0
60.668;5.05780;0.115660;0.0000;0.0000;0.1060;0.5370;0.5840;24.0
60.918;5.05780;0.115660;0.0000;0.0000;0.1060;0.5370;0.5840;24.0
61.105;5.05780;0.115410;0.0000;0.0000;0.1060;0.5370;0.5828;24.0
61.324;5.05780;0.115410;0.0000;0.0000;0.1060;0.5370;0.5828;24.0
61.511;5.05780;0.114630;0.0000;0.0000;0.1060;0.5370;0.5788;24.0
61.698;5.05780;0.114630;0.0000;0.0000;0.1060;0.5370;0.5788;24.0
61.916;5.05780;0.115320;0.0000;0.0000;0.1060;0.5370;0.5823;24.0
62.135;5.05780;0.115320;0.0000;0.0000;0.1060;0.5370;0.5823;24.0
62.322;5.05780;0.115320;0.0000;0.0000;0.1060;0.5370;0.5823;24.0
62.509;5.05780;0.115680;0.0000;0.0000;0.1060;0.5370;0.5841;24.0
62.728;5.05780;0.115680;0.0000;0.0000;0.1060;0.5370;0.5841;24.0
62.915;5.05780;0.115680;0.0000;0.0000;0.1060;0.5370;0.5841;24.0
63.164;5.05690;0.115680;0.0000;0.0000;0.1060;0.5370;0.5841;24.0
63.352;5.05690;0.114660;0.0000;0.0000;0.1060;0.5370;0.5790;24.0
63.508;5.05690;0.114660;0.0000;0.0000;0.1060;0.5370;0.5790;24.0
63.757;5.05690;0.114660;0.0000;0.0000;0.1060;0.5370;0.5790;24.0
63.944;5.05690;0.114050;0.0000;0.0000;0.1060;0.5370;0.5759;24.0
64.163;5.05700;0.114050;0.0000;0.0000;0.1060;0.5370;0.5759;24.0
64.350;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
64.568;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
64.756;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
64.943;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
65.161;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
65.349;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
65.598;5.05700;0.115380;0.0000;0.0000;0.1060;0.5370;0.5826;24.0
65.754;5.05700;0.114840;0.0000;0.0000;0.1060;0.5370;0.5799;24.0
