0.28;5.00970;0.000000
0.50;5.00980;0.000000
0.69;5.00980;0.000000
0.94;5.00980;0.000000
1.09;5.00980;0.000000
1.28;5.00980;0.000000
1.53;5.00980;0.000000
1.72;5.00980;0.000000
1.94;5.00990;0.000000
2.12;5.00990;0.000000
2.34;5.00990;0.000000
2.53;5.00990;0.000000
2.75;5.00990;0.000000
3.25;5.00990;0.000000
3.37;5.00990;0.000000
3.53;5.00990;0.000000
3.68;5.01000;0.000000
3.93;5.01000;0.000000
4.12;5.01000;0.000000
4.34;5.01000;0.000000
4.52;5.01000;0.000000
4.74;5.00990;0.000000
4.93;5.00990;0.000000
5.15;5.00990;0.000000
5.34;5.00990;0.000000
5.55;5.00990;0.000000
5.74;5.00990;0.000000
5.93;5.00990;0.000000
6.15;5.00990;0.000000
6.33;5.00990;0.000000
6.55;5.00990;0.000000
6.74;5.00990;0.000000
6.99;5.00990;0.000000
7.15;5.00990;0.000000
7.33;5.00990;0.000000
7.58;5.00980;0.000000
7.77;5.00980;0.000000
7.99;5.00980;0.000000
8.18;5.00980;0.000000
8.39;5.00980;0.000000
8.58;5.00980;0.000000
8.80;5.00980;0.000000
8.99;5.00980;0.000000
9.20;5.00980;0.000000
9.39;5.00980;0.000000
9.61;5.00980;0.000000
9.80;5.00980;0.000000
9.98;5.00980;0.000000
10.20;5.00980;0.000000
10.39;5.00990;0.000000
10.61;5.00990;0.000000
10.80;5.00980;0.000000
10.98;5.00980;0.000000
11.23;5.00990;0.000000
11.39;5.00990;0.000000
11.64;5.00990;0.000000
11.79;5.00990;0.000000
12.04;5.00990;0.000000
12.23;5.01010;0.000000
12.45;5.01010;0.000000
12.64;5.01010;0.000000
12.85;5.01010;0.000000
13.04;5.01010;0.000000
13.23;4.94360;0.307160
13.45;4.94360;0.307160
13.63;4.90450;0.490930
13.85;4.90450;0.490930
14.04;4.90450;0.490930
14.29;4.90450;0.490930
14.48;4.90450;0.490930
14.63;6.38030;0.491180
14.88;6.38030;0.491180
15.07;8.94390;0.491520
15.29;8.94390;0.491520
15.48;8.94390;0.491520
15.69;8.94390;0.491520
15.88;8.94390;0.491520
16.07;8.94670;0.491520
16.29;8.94670;0.491520
16.47;8.94670;0.491520
16.72;8.94670;0.491520
16.88;8.77000;0.491520
17.07;8.77000;1.464890
17.32;8.77000;1.464890
17.47;8.74730;1.449100
17.72;8.74730;1.449100
17.91;8.76320;1.368210
18.13;8.76320;1.368210
18.31;8.77640;1.368210
18.53;8.77640;1.364670
18.72;8.77640;1.364670
18.94;8.77960;1.338830
19.13;8.77960;1.338830
19.34;8.78680;1.295700
19.53;8.78680;1.295700
19.72;8.80090;1.295700
19.94;8.80090;1.209820
20.12;8.80090;1.209820
20.34;8.81250;1.202020
20.53;8.81250;1.202020
20.78;8.81250;1.178520
20.97;8.81250;1.178520
21.15;8.81840;1.178520
21.37;8.81840;1.174980
21.56;8.81840;1.174980
21.78;8.81170;1.217150
21.97;8.81170;1.217150
22.15;8.81870;1.173400
22.37;8.81870;1.173400
22.56;8.82170;1.173400
22.78;8.82170;1.177190
22.96;8.82170;1.177190
23.21;8.81710;1.187020
23.37;8.81710;1.187020
23.56;8.80290;1.175480
23.81;8.80290;1.175480
23.99;8.80890;1.175480
24.21;8.80890;1.193900
24.40;8.80890;1.193900
24.62;8.81950;1.166940
24.81;8.81950;1.166940
25.02;8.81680;1.197560
25.21;8.81680;1.197560
25.40;8.81950;1.197560
25.62;8.81950;1.187230
25.80;8.81950;1.187230
26.05;8.82840;1.158270
26.24;8.82840;1.158270
26.40;8.82840;1.158680
26.65;8.82840;1.158680
26.83;8.82250;1.158680
27.05;8.82250;1.193060
27.24;8.82250;1.193060
27.46;8.83120;1.159190
27.64;8.83120;1.159190
27.86;8.83120;1.173400
28.05;8.83120;1.173400
28.24;8.82890;1.173400
28.46;8.82890;1.169980
28.64;8.82890;1.169980
28.89;8.83260;1.159560
29.05;8.83260;1.159560
29.30;8.82860;1.196940
29.49;8.82860;1.196940
29.64;8.83110;1.196940
29.89;8.83110;1.157770
30.08;8.83110;1.157770
30.30;8.84110;1.131010
30.48;8.84110;1.131010
30.70;8.83670;1.159270
30.89;8.83670;1.159270
31.11;8.84430;1.121850
31.29;8.84430;1.121850
31.48;8.84430;1.121850
