0.00;0.00000;0.000000
0.00;5.13840;0.000000
0.10;5.13840;0.000000
0.20;5.13840;0.000000
0.30;5.13840;0.000000
0.40;5.13840;0.000000
0.50;5.13840;0.000000
0.60;5.13840;0.000000
0.70;5.13840;0.000000
0.80;5.13840;0.000000
0.90;5.13840;0.000000
1.00;5.13840;0.000000
1.10;5.13840;0.000000
1.20;5.13840;0.000000
1.30;5.13830;0.000000
1.40;5.13830;0.000000
1.50;5.13830;0.000000
1.60;5.13830;0.000000
1.70;5.13830;0.000000
1.80;5.13830;0.000000
1.90;5.13830;0.000000
2.00;5.13830;0.000000
2.10;5.13830;0.000000
2.20;5.13830;0.000000
2.30;5.13830;0.000000
2.40;5.13830;0.000000
2.50;5.13820;0.000000
2.60;5.13820;0.000000
2.70;5.13820;0.000000
2.80;5.13820;0.000000
2.90;5.13820;0.000000
3.00;5.13820;0.000000
3.10;5.13820;0.000000
3.20;5.13820;0.000000
3.30;5.13820;0.000000
3.40;5.13820;0.000000
3.50;5.13820;0.000000
3.60;5.13820;0.000000
3.70;5.13820;0.000000
3.80;5.13810;0.000000
3.90;5.13810;0.000000
4.00;5.13810;0.000000
4.10;5.13810;0.000000
4.20;5.13810;0.000000
4.30;5.13810;0.000000
4.40;5.05940;0.000000
4.50;5.05940;0.343640
4.60;5.05940;0.343640
4.70;5.05940;0.000000
4.80;5.05940;0.000000
4.90;5.05940;0.000000
5.00;5.05940;0.000000
5.10;1.89050;0.000000
5.20;1.89050;0.000000
5.30;1.89050;0.000000
5.40;1.89050;0.000000
5.50;1.89050;0.000000
5.60;1.89050;0.000000
5.70;1.30750;0.000000
5.80;1.30750;0.000000
5.90;1.30750;0.000000
6.00;1.30750;0.000000
6.10;1.30750;0.000000
6.20;1.30750;1.160080
6.30;5.05030;1.160080
6.40;5.05030;1.160080
6.50;5.05030;1.160080
6.60;5.05030;1.160080
6.70;5.05030;1.160080
6.80;5.05030;2.062340
6.90;5.06470;2.062340
7.00;5.06470;2.062340
7.10;5.06470;2.062340
7.20;5.06470;2.062340
7.30;5.06470;2.062340
7.40;5.06470;2.061610
7.50;5.06470;2.061610
7.60;5.06470;2.061610
7.70;5.06470;2.061610
7.80;5.06470;2.061610
7.90;5.06470;2.061610
8.00;5.06470;2.061610
8.10;5.06470;2.058130
8.20;5.06470;2.058130
8.30;5.06470;2.058130
8.40;5.06470;2.058130
8.50;5.06470;2.058130
8.60;5.06470;2.058130
8.70;5.06470;2.041110
8.80;5.06470;2.041110
8.90;5.06950;2.041110
9.00;5.06950;2.041110
9.10;5.06950;2.041110
9.20;5.06950;2.041110
9.30;5.06950;1.965370
9.40;5.06950;1.965370
9.50;5.07670;1.965370
9.60;5.07670;1.965370
9.70;5.07670;1.965370
9.80;5.07670;1.965370
9.90;5.07670;1.965370
10.00;5.07670;1.965370
10.10;5.07670;1.965370
10.20;5.07670;1.965370
10.30;5.07670;1.965370
10.40;5.07670;1.965370
10.50;5.07670;1.965370
10.60;5.07670;1.965040
10.70;5.07670;1.965040
10.80;5.07670;1.965040
10.90;5.07670;1.965040
11.00;5.07670;1.965040
11.10;5.07670;1.965040
11.20;5.07670;1.965040
